标题,URL,来源,关键词,首次收录日期,热度
工作汇报模板：提升汇报质量-飞书,https://www.feishu.cn/template/work-report-template,网页,向上汇报话术,2026-06-27,—
向上管理的艺术：如何正确汇报工作-得到,https://www.dedao.cn/ebook/detail?id=nroX7MYDaKMjy7eNqrmOX6pnAQ5Vg04MpNWJzxbE9LZl1o8RkGd2BPYv4x6d9meB,网页,向上汇报话术,2026-06-27,—
如何汇报工作？周报速成套路：3类话术2方法1模板,https://zhuanlan.zhihu.com/p/586410014,网页,向上汇报话术,2026-06-27,—
如何规避薪资谈判3大误区-罗致恒富,https://www.roberthalf.cn/cn/zh/insights/career-development/how-maneuver-through-3-major-pitfalls-salary-negotiation-and-bargain-smartly,网页,谈薪禁忌千万别犯,2026-06-27,—
offer negotiation：求职如何跟公司讨价还价-一亩三分地,https://blog.1point3acres.com/how-to-negotiate-salary/,网页,谈薪禁忌千万别犯,2026-06-27,—
薪酬谈判误区：你知道几个-人人都是产品经理,https://www.woshipm.com/zhichang/1038613.html,网页,谈薪禁忌千万别犯,2026-06-27,—
HR必读：最需要掌握的20个薪酬谈判技巧,https://www.fanryes.com/articles/1645,网页,谈薪禁忌千万别犯,2026-06-27,—
面试时正确的谈薪资姿势-CSDN,https://blog.csdn.net/qq_22964783/article/details/148978289,网页,谈薪禁忌千万别犯,2026-06-27,—
面试想把薪资谈高又怕不被录取怎么谈-知乎,https://www.zhihu.com/question/403166940,网页,谈薪禁忌千万别犯,2026-06-27,—
HR：我们把薪资谈判的秘密全招了-简书,https://www.jianshu.com/p/bdd25e47e3d1,网页,谈薪禁忌千万别犯,2026-06-27,—
个人自我介绍简短高情商（20篇）-知乎,https://zhuanlan.zhihu.com/p/687283020,网页,高情商自我介绍,2026-06-27,—
高情商自我介绍（精选18篇）-第一范文,https://m.diyifanwen.com/fanwen/ziwojieshaofanwen/13749294.html,网页,高情商自我介绍,2026-06-27,—
高情商新人自我介绍（精选22篇）-瑞文网,https://www.ruiwen.com/word/gaoqingshangxinrenziwojieshao.html,网页,高情商自我介绍,2026-06-27,—
职场中面试官最喜欢的3种自我介绍,https://m.cizhixin.com/zhichang/5997.html,网页,高情商自我介绍,2026-06-27,—
高情商自我介绍范文10篇-知乎,https://zhuanlan.zhihu.com/p/678684442,网页,高情商自我介绍,2026-06-27,—
高情商自我介绍（通用19篇）-第一范文,https://m.diyifanwen.com/fanwen/ziwojieshaofanwen/14979134.html,网页,高情商自我介绍,2026-06-27,—
用50字高情商的自我介绍-睿知网,https://www.jinreo.com/content/27701.html,网页,高情商自我介绍,2026-06-27,—
面试自我介绍要脱颖而出记得这5个steps(Gavin打工皇帝),https://www.xiaohongshu.com/search_result?keyword=%E9%9D%A2%E8%AF%95%E8%87%AA%E6%88%91%E4%BB%8B%E7%BB%8D%E6%A8%A1%E6%9D%BF,小红书,面试自我介绍模板,2026-06-27,264
跟纽约顶级sales学到了向上沟通技巧(Kamar),https://www.xiaohongshu.com/search_result?keyword=%E5%90%91%E4%B8%8A%E6%B1%87%E6%8A%A5%E8%AF%9D%E6%9C%AF,小红书,向上汇报话术,2026-06-27,7298
薪酬谈判我悟了60秒最全避坑&实操指南(茜姐姐),https://www.xiaohongshu.com/search_result?keyword=%E8%B0%88%E8%96%AA%E7%A6%81%E5%BF%8C%E5%8D%83%E4%B8%87%E5%88%AB%E7%8A%AF,小红书,谈薪禁忌千万别犯,2026-06-27,27.5万
高管真正的自我介绍只用5句话就赢了(Elsy职场力),https://www.xiaohongshu.com/search_result?keyword=%E9%AB%98%E6%83%85%E5%95%86%E8%87%AA%E6%88%91%E4%BB%8B%E7%BB%8D,小红书,高情商自我介绍,2026-06-27,1929
面试凉了的6个危险信号（一抓一个准）(职场君微公益),https://www.xiaohongshu.com/search_result?keyword=%E9%9D%A2%E8%AF%95%E6%BD%9C%E5%8F%B0%E8%AF%8D,小红书,面试潜台词,2026-06-27,250
面试反反复复问的就是这15个问题(安安的安),https://www.xiaohongshu.com/search_result?keyword=%E9%9D%A2%E8%AF%95%E5%BF%85%E9%97%AE%E9%97%AE%E9%A2%98,小红书,面试必问问题,2026-06-27,2225
HR压价话术破解指南:五个实战技巧助你薪资谈判不踩坑(狐火笔记),https://foxfire.com.cn/article/302.html,网页,谈薪禁忌千万别犯,2026-06-27,—
职场沟通汇报的万能模板【收藏】(知乎),https://zhuanlan.zhihu.com/p/653979713,网页,向上汇报话术,2026-06-27,—
用好PREP原则:口头汇报/即兴演讲/面试回答全是小case(知乎),https://zhuanlan.zhihu.com/p/466041729,网页,向上汇报话术,2026-06-27,—
让一让，你们的表达力女王来了,https://www.xiaohongshu.com/search_result?keyword=%E5%8D%B3%E5%85%B4%E8%A1%A8%E8%BE%BE,小红书,即兴表达,2026-06-27,8万
即兴演讲万能框架（建议收藏）,https://zhuanlan.zhihu.com/p/450121997,网页,即兴表达,2026-06-27,—
"让""麦肯锡""提供1v1服务的专家级提示词",https://www.xiaohongshu.com/search_result?keyword=%E9%BA%A6%E8%82%AF%E9%94%A1%E8%A1%A8%E8%BE%BE,小红书,麦肯锡表达,2026-06-27,2.5万
金字塔原理拆解：麦肯锡顾问的高效汇报模型,https://runwise.co/corporate-innovation/innovation-thinking/71199/,网页,麦肯锡表达,2026-06-27,—
离职原因就这样说，HR听完当场给你涨薪,https://www.xiaohongshu.com/search_result?keyword=%E7%A6%BB%E8%81%8C%E5%8E%9F%E5%9B%A0%E6%80%8E%E4%B9%88%E8%AF%B4,小红书,离职原因怎么说,2026-06-27,4.6万
学会了以后这招拿来治同事,https://www.xiaohongshu.com/search_result?keyword=%E4%B8%89%E6%98%8E%E6%B2%BB%E6%8B%92%E7%BB%9D%E6%B3%95,小红书,三明治拒绝法,2026-06-27,55.9万
三明治拒绝法火了，年轻人为什么追捧话术公式,https://m.sohu.com/a/916313256_121123872,网页,三明治拒绝法,2026-06-27,—
三个话术巧妙的拒绝领导安排的多余工作量,https://zhuanlan.zhihu.com/p/480620157,网页,三明治拒绝法,2026-06-27,—
职场沟通技巧怎么快速提升？2025高情商沟通法,https://www.zxiantao.com/post/819.html,网页,职场表达,2026-06-27,—
面试十大禁忌，这些话不能说,https://maimai.cn/article/detail?fid=1734783595,网页,面试什么话不能说,2026-06-27,—
面试常见的7个经典问题及回答模板,https://zhuanlan.zhihu.com/p/548644919,网页,面试什么话该说,2026-06-27,—
你听说过电梯30s法则吗？,https://www.xiaohongshu.com/search_result?keyword=%E9%BA%A6%E8%82%AF%E9%94%A130%E7%A7%92%E6%B3%95%E5%88%99&sort=time_descending,小红书,麦肯锡30秒法则,2026-06-28,5359
拒绝领导加活，我用这3句话体面地说'不',https://www.xiaohongshu.com/search_result?keyword=%E8%81%8C%E5%9C%BA%E5%8F%8D%E5%86%85%E5%8D%B7%E8%AF%9D%E6%9C%AF&sort=time_descending,小红书,职场反内卷话术,2026-06-28,13(5天前)
面试应答有哪些话术和技巧？专业HR教你回答面试三大问题,https://www.wondercv.com/blog/pvglsk02.html,网页,面试技巧,2026-06-28,—
2026技术求职突围战：从趋势洞察到面试通关的实战指南,https://www.cnblogs.com/ljbguanli/p/19898776,网页,面试技巧,2026-06-28,—
谈薪实战：HR问'你目前薪资是多少'时如何既不撒谎又保留溢价空间,https://www.gankinterview.cn/blog/salary-negotiation-tactics-when-hr-asks-what-is-your-current-salary-how-to-avoid,网页,谈薪技巧,2026-06-28,—
怎样做好'向上管理'？不是讨好，而是共振,https://www.woshipm.com/zhichang/6184111.html,网页,职场表达,2026-06-28,—
职场高情商沟通——涵盖18个职场场景，近百个解决公式,https://m.mingketang.com/houseCourse/desc?id=25546,网页,职场表达,2026-06-28,—
向上管理：这样做汇报，更容易获得领导赏识,https://www.woshipm.com/share/6109239.html,网页,职场表达,2026-06-28,—
离职别忘了和摸鱼搭子告别,https://www.xiaohongshu.com/search_result?keyword=%E7%A6%BB%E8%81%8C%E5%8E%9F%E5%9B%A0%E6%80%8E%E4%B9%88%E8%AF%B4&sort=time_descending,小红书,离职原因怎么说,2026-06-28,8541
面试离职原因的最佳回答简短,https://www.hrloo.com/news/237072.html,网页,离职原因怎么说,2026-06-28,—
怎样做好向上汇报?向上汇报有什么诀窍？,https://www.zhihu.com/question/393854424,网页,向上汇报话术,2026-06-28,—
面试学会“装”，结果会真香！,https://www.xiaohongshu.com/search_result?keyword=%E9%9D%A2%E8%AF%95%E5%AE%98%E6%83%B3%E5%BD%95%E7%94%A8%E4%BD%A0%E7%9A%84%E8%A1%A8%E7%8E%B0&sort=time_descending,小红书,面试官想录用你的表现,2026-06-28,1.8万
一个很重要但被严重低估的社交技巧：接话❗️,https://www.xiaohongshu.com/search_result?keyword=%E8%81%8C%E5%9C%BA%E4%BC%9A%E6%8E%A5%E8%AF%9D&sort=time_descending,小红书,职场会接话,2026-06-28,1.9万
一个巨牛的面试心态,https://www.xiaohongshu.com/search_result?keyword=%E9%9D%A2%E8%AF%95%E7%9A%84%E9%A1%B6%E7%BA%A7%E5%BF%83%E6%80%81&sort=time_descending,小红书,面试的顶级心态,2026-06-28,8717
「有效沟通」职场生存之道，3个高情商说话技巧,https://c.m.163.com/news/a/GR5OMRV70552O074.html,网页,职场表达,2026-06-28,约—
收藏！优秀HR必备面试话术宝典(知乎),https://zhuanlan.zhihu.com/p/273355592,网页,面试技巧,2026-06-28,约—
面试过程中的十大禁忌(知乎),https://zhuanlan.zhihu.com/p/390188750,网页,面试什么话不能说,2026-06-28,约—
面试时被问到离职原因如何回答比较稳妥(知乎),https://www.zhihu.com/question/627765475,网页,离职原因怎么说,2026-06-28,约—
跳槽被问离职原因？高情商的人这么回答(知乎),https://zhuanlan.zhihu.com/p/394004902,网页,离职原因怎么说,2026-06-28,约—
离职原因？高情商回答让你脱颖而出(知乎),https://zhuanlan.zhihu.com/p/18577807047,网页,离职原因怎么说,2026-06-28,约—
如何优雅机智地和新公司谈薪水(知乎),https://zhuanlan.zhihu.com/p/29300398,网页,谈薪技巧,2026-06-28,约—
比别人多拿30%的谈薪技巧(LHH领禾),https://www.lhhfesco.com/articles-126,网页,谈薪技巧,2026-06-28,约—
职场高情商聊天话术900句(喜马拉雅),https://m.ximalaya.com/ask/t6970112,网页,职场会接话,2026-06-28,约—
职场高情商回话技巧和话术(三茅),https://www.hrloo.com/news/323138.html,网页,职场会接话,2026-06-28,约—
打工人必看！高情商对话秘籍(牛客),https://www.nowcoder.com/discuss/689165758768713728,网页,职场会接话,2026-06-28,约—
高情商接话术整理-职场管理学(新浪),https://www.sina.cn/news/detail/5272490089386122.html,网页,职场会接话,2026-06-28,约—
克服面试紧张的9种方法(知乎),https://zhuanlan.zhihu.com/p/27246016,网页,面试的顶级心态,2026-06-28,约—
怎样克服面试中的紧张情绪(知乎),https://www.zhihu.com/question/22473809,网页,面试的顶级心态,2026-06-28,约—
怎么克服面试时紧张的心理(一亩三分地),https://www.1point3acres.com/bbs/thread-736273-1-1.html,网页,面试的顶级心态,2026-06-28,约—
面试紧张怎么办(极客时间),https://time.geekbang.org/column/article/82744,网页,面试的顶级心态,2026-06-28,约—
句句带梗不冷场！高情商沟通话术大赏,https://www.xiaohongshu.com/search_result?keyword=%E8%81%8C%E5%9C%BA%E5%B9%BD%E9%BB%98%E6%8E%A5%E8%AF%9D&sort=time_descending,小红书,职场幽默接话,2026-06-28,3.4万
50句高情商接话术，让你嘴巴开挂，hold全场,https://zhuanlan.zhihu.com/p/32799746033,网页,职场幽默接话,2026-06-28,—
人缘突然变好了！就靠这80句话,https://www.xiaohongshu.com/search_result?keyword=%E8%81%8C%E5%9C%BA%E9%AB%98%E6%83%85%E5%95%86%E6%8E%A5%E8%AF%9D%E6%A8%A1%E6%9D%BF&sort=time_descending,小红书,职场高情商接话模板,2026-06-28,1.2万
职场人必看：这10个高情商话术，让你说话更有分量,https://www.sohu.com/a/1006530905_122001004,网页,职场高情商接话模板,2026-06-28,—
先做“可用的人”，再成为“必选的人”,https://www.xiaohongshu.com/search_result?keyword=%E8%B4%B5%E4%BA%BA%E6%B1%87%E6%8A%A5%E8%AF%9D%E6%9C%AF%E6%A8%A1%E7%89%88&sort=time_descending,小红书,贵人汇报话术模版,2026-06-28,3.1万
五大黄金法则：高情商职场人如何巧妙回复领导信息,https://www.chinaacc.com/jiuye/zcbk/su20240320142655.shtml,网页,贵人汇报话术模版,2026-06-28,—
🔥提供情绪价值的100条万能话术,https://www.xiaohongshu.com/search_result?keyword=100%E5%8F%A5%E9%AB%98%E6%83%85%E5%95%86%E8%AF%9D%E6%9C%AF&sort=time_descending,小红书,100句高情商话术,2026-06-28,5084
生活中有哪些常见的高情商聊天话术呢？,https://www.zhihu.com/question/490521395,网页,100句高情商话术,2026-06-28,—
HR招聘话术，回复率直接提高50%📈,https://www.hrloo.com/news/351770.html,网页,面试技巧,2026-06-28,—
HR面试：过五关斩六将后，小心阴沟翻船（避坑宝典）,https://www.cnblogs.com/crazymakercircle/p/14659738.html,网页,面试什么话不能说,2026-06-28,—
面试该说什么？5个技巧助你脱颖而出,https://m.baigua.com/blog/-77o5558,网页,面试什么话该说,2026-06-29,—
向上汇报的7大实用口诀，直接套用,https://m.hxyjw.com/zl/arc_52137/,网页,向上汇报话术,2026-06-29,—
发现一个判断面试过没过的铁律,https://www.xiaohongshu.com/search_result?keyword=%E9%9D%A2%E8%AF%95%E6%88%90%E5%8A%9F%E7%9A%84%E4%BF%A1%E5%8F%B7&sort=time_descending,小红书,面试成功的信号,2026-06-29,840
揭秘面试官暗示招聘成功的关键信号,https://www.hrloo.com/news/48610.html,网页,面试成功的信号,2026-06-29,—
安静的人，如何在面试中被看见,https://www.xiaohongshu.com/search_result?keyword=%E8%87%AA%E6%88%91%E4%BB%8B%E7%BB%8D%E6%A8%A1%E6%9D%BFi%E4%BA%BA%E4%B8%93%E7%94%A8&sort=time_descending,小红书,自我介绍模板i人专用,2026-06-29,124
性格内向，面试时如何自我介绍,https://www.zhihu.com/question/501357792,网页,自我介绍模板i人专用,2026-06-29,—
进职场先学会汇报年终述职复盘,https://www.xiaohongshu.com/search_result?keyword=%E4%B8%AA%E4%BA%BA%E5%B7%A5%E4%BD%9C%E6%B1%87%E6%8A%A5%E8%AF%9D%E6%9C%AF&sort=time_descending,小红书,个人工作汇报话术,2026-06-29,5893
高情商回答心眼子训练,https://www.xiaohongshu.com/search_result?keyword=%E9%AB%98%E6%83%85%E5%95%86%E8%81%8C%E5%9C%BA%E5%BA%94%E5%AF%B9%E8%AF%9D%E6%9C%AF&sort=time_descending,小红书,高情商职场应对话术,2026-06-29,868
离职原因最佳回答2026不踩坑模板,https://www.toutiao.com/article/7591051902999740982/,网页,离职原因怎么说,2026-06-29,—
救命😭原来HR的压薪套路这么多啊！！,https://www.xiaohongshu.com/search_result?keyword=HR%E5%8E%8B%E8%96%AA%E8%AF%9D%E6%9C%AF&sort=time_descending,小红书,HR压薪话术,2026-06-29,2537
只用1分钟却能让人记住一辈子的自我介绍,https://www.xiaohongshu.com/search_result?keyword=%E4%B8%80%E5%88%86%E9%92%9F%E8%87%AA%E6%88%91%E4%BB%8B%E7%BB%8D%E6%BB%A1%E5%88%86%E6%A8%A1%E6%9D%BF&sort=time_descending,小红书,一分钟自我介绍满分模板,2026-06-29,190
万字总结HR高频55问让你涨薪30%,https://www.testerhome.com/topics/32684,网页,HR压薪话术,2026-06-29,—
65个必看的求职面试介绍技巧与注意事项,https://zhuanlan.zhihu.com/p/21781525783,网页,面试什么话该说,2026-06-29,—
2026反向面试问题库:问到面试官刮目相看,https://www.gankinterview.cn/blog/bookmark-this-the-most-comprehensive-2026-reverse-interview-question-bank-to-imp,网页,面试反问,2026-06-29,—
🌳留子必备技能树：Presentation（二）,https://www.xiaohongshu.com/search_result?keyword=%E6%BC%94%E8%AE%B2%E5%BC%80%E5%9C%BA%E7%99%BD&sort=time_descending,小红书,演讲开场白,2026-06-29,6.8万
演讲的奥义:如何赢在开场30秒,https://zhuanlan.zhihu.com/p/359291226,网页,演讲开场白,2026-06-29,—
「心理学知识」八种界限模糊表现！,https://www.xiaohongshu.com/search_result?keyword=%E8%81%8C%E5%9C%BA%E5%88%86%E5%AF%B8%E6%84%9F&sort=time_descending,小红书,职场分寸感,2026-06-29,1511
职场不当背锅侠，不吃闷亏，不做软柿子,https://www.xiaohongshu.com/search_result?keyword=%E7%94%A9%E9%94%85%E8%AF%9D%E6%9C%AF&sort=time_descending,小红书,甩锅话术,2026-06-29,2.3万
